28	a população	expandiu se Em	60 anos	1
30		determinam se	ela	0
30	o aca-só	determinam	o resultado de as introduções	0
31	ele	se estabelecesse em	New York	1
31	o prolífico estorninho	foi introduzido por	o menos três vezes em os Estados Unidos em a Pennsylvania	1
32	os indivíduos	vivem em	um habitat	1
33	As maples-de-açúcar	não crescem em	alagados	1
33	As maples-de-açúcar	não crescem em	maninhos de serpentina	1
33	As maples-de-açúcar	não crescem em	dunas recém-formadas	1
33	As maples-de-açúcar	não crescem em	áreas recentemente	1
34	a abrangência geográfica de a maple-de-açúcar	aparece Por	isso	1
35	O clima	exercem	influência progressivamente mais refinada de a distribuição geográfica de o arbusto perene Clematis	0
36	as interações com espécies aparentadas	restringem	esta espécie de Clematis	1
36	as interações com espécies aparentadas	restringem esta espécie de Clematis a	uma pequena parte de o meio-oeste de os Esta - de os Unidos	1
39	variações em o relevo e em a qualidade de o solo	confinam	a distribuição de o Clematis	1
39	variações em o relevo e em a qualidade de o solo	confinam a distribuição de o Clematis a	os locais de condições adequadas de umidade	1
40	Agregados locais	ocorrendo de	cada um de esse locais	0
41		ocorre em	a América de o Norte	0
41	sua distribuição local	reflete	súbitas variações de habitat	1
41	os indivíduos	usam	algumas partes de seus territórios	1
42	eles	ocupam	todas as áreas	1
42	eles	ocupam todas as áreas durante	seus ciclos de vida	1
42	As distribuições de populações	incluem	todas as áreas	1
43	a abrangência geográfica de o salmão	inclui	os rios	1
43	a abrangência geográfica de o salmão	inclui os rios de	este modo	0
43	os rios	servem	áreas de desova mas também as vastas áreas de o mar	0
43	os indivíduos	crescem até	a maturidade	1
44	Muitos pássaros	realizam	a lugares quentes	0
44	Muitos pássaros	realizam a lugares quentes durante	os meses de inverno	0
45	a abrangência de a blackburnian	warbler situa se de	este modo	0
46	O tamanho e as variações de ano para ano de a população de essas espécies migratórias	dependem de	as interações de os indivíduos com seus ambientes	0
46	O tamanho e as variações de ano para ano de a população de essas espécies migratórias	dependem a	o longo de todo o ano	0
47	as modificações ecológicas em a Bacia Amazônica ou em a África Central	podem afetar de	este modo	0
47	espécies migratórias	se reproduzem em	as florestas de o leste de a América de o Norte ou de a Europa	1
48	os pontilhados	indicam	registros de aves em os invernos precedentes	1
48	As áreas sombreadas	representam	as áreas de procriação	1
49	A população	habita	o país inteiro	1
52	a dispersão	caracteriza	o espaçamento de os indivíduos entre si	1
52	a dispersão	caracteriza o espaçamento de os indivíduos entre si	distribuição de uma população	0
53	os indivíduos	estão distribuídos em a		0
53	os indivíduos	estão distribuídos a	o acaso em toda uma área a despeito de a presença de outros	1
53	a dispersão aleatória	encontra se Entre	estes extremos	1
55	Um espaçamento	uniforme a	as vezes	0
56	vizinho mais próximo	resulta em	um espaçamento uniforme	1
56	as aves marinhas	colocam	seus ninhos	1
56	as aves marinhas	colocam seus ninhos		0
56	A manutenção de uma distância mínima entre cada espécime	seu termina	o	0
56	A manutenção de uma distância mínima entre cada espécime	seu termina o de	o vizinho	0
57	os vizinhos	morrem	a medida	0
57	As plantas	situadas	a vizinhos maiores frequentemente	0
57	o espaçamento entre os indivíduos	torna se	mais uniforme	1
58	O agrupamento	resulta de	as tendências sociais de os indivíduos	1
59	As salamandras	apresentam	distribuições agrupadas correspondentes a os padrões de os troncos mortos caídos	1
60	Os pássaros	viajam em	grandes grupos muitas vezes	1
61	os espécimes	podem distribuir se em	a ausência de antagonismo social ou atração mútua	1
67	70 de as folhas	não continham	acarinos	1
69	a proporção esperada de folhas	obedece a	a distribuição de Poisson	1
69	os acarinos	são distribuídos de	acordo com um processo aleatório	1
70	Vários estudos	reportaram	uma distância de endocruzamento ótima	1
70	Vários estudos	reportaram uma distância de endocruzamento ótima em	populações de plantas	1
71	Indivíduos vizinhos	têm	probabilidade de ser parentes próximos	1
72	Os indivíduos distantes	têm	probabilidade de ser adaptados a condições diferentes	1
73	as flores de a espora Delphinium	foram fertilizadas com	pólen	1
74	essas sementes	foram plantadas	a sobrevivência para l e para 2 anos	0
75	seus polinizadores	viajam	as distâncias	1
75	seus polinizadores	viajam as distâncias entre	as flores	1
76	A maioria de as plantas	produz	flores	1
78	As interações bioquímicas	controlam	a taxa de aquele crescimento	1
80	Uma carga pesada de pólen	resultando para	a fêmea porque muito mais	0
80	Uma carga pesada de pólen	resultando	tubos de pólen	1
80	Uma carga pesada de pólen	resultando em	forte seleção entre os genótipos de pólen	1
82	as frequências de alelos e genótipos	podem mudar devido Em	pequenas populações	1
82	e mortalidade	derivam de	eventos a o acaso	0
82	e mortalidade	derivam em	mesmo a ausência de seleção e mutação	0
83	Estas mudanças	são chamadas de	deriva ge-nética	1
84	a seleção	aplicada	a um atributo	1
85	mudanças morfológicas ou fisiológicas	reduzem	a viabilidade	1
87	o funcionamento	acarretando	as diversas partes de o organismo	0
87	o funcionamento	acarretando as diversas partes de o organismo em	uma interdependência de os atributos fenotípicos	0
87	particularmente aqueles	envolvendo	tamanho ou taxas de crescimento e produção	1
87	o funcionamento	integram envolvendo	as diversas partes de o organismo	0
88	Os criadores de animais e vegetais	estimaram	correlações genéticas entre os atributos em muitas espécies domésticas	1
90	O decréscimo de a resposta	resulta	a erosão de a variação genética por a seleção e a aplicação de seleções con-flitantes por mudanças	0
90	O decréscimo de a resposta	resulta a erosão de a variação genética por a seleção e a aplicação de seleções con-flitantes por mudanças de	dois fatores	0
92	os alelos não ajustados	são removidos por	a seleção	1
93	O tempo requerido para um gene dominante	substituir depende	seu alelo recessivo	0
94	No	é sabido	caso de a substituição de a forma típica de a mariposa-pimenta por a forma carbonária em bosques poluídos de a Inglaterra	0
94	sua substituição	levou	cerca de um século	1
96	as equações	predizem	o tempo requerido	1
96	as equações	predizem o tempo requerido para	substituição de alelo	1
97	A mariposa-pimenta	tem	uma geração por ano	1
97	A mariposa-pimenta	assumindo	uma frequência inicial	1
98	a mesma mudança em a frequência	teria requerido	mais longo	0
100	a frequência de o alelo carbonária	tem diminuído		0
101	a proporção de raposas prateadas capturadas	decresceu de	cerca de 0,15 para 0,05	1
101	a proporção de raposas prateadas capturadas	decresceu durante	aquele período	1
102	Como a pele prateada é um fenótipo recessivo	deve a	q2	0
102	Como a pele prateada é um fenótipo recessivo	ter a	q2	0
