28	a população	expandiu se Em	60 anos	1
28	a população	expandiu se para	cobrir mais de 7,7 milhões de quilómetros quadrados e abranger o país de costa a costa	1
29	Os hábitats ocupados pêlos estorninhos em a América de o Norte	assemelham se a	os hábitats de preferência em a Europa	1
30	ela	é	colonizadora	1
30	o aca-só	determinam	o resultado de as introduções	0
31	ele	se estabelecesse	York	0
31	ele	se estabelecesse York em	New	0
32	os indivíduos	vivem em	um habitat	1
33	As maples-de-açúcar não	crescem	que se situam simplesmente fora de sua abrangência de tolerância ecológica	0
33	As maples-de-açúcar não	crescem que se situam simplesmente fora de sua abrangência de tolerância ecológica em	alagados	0
33	As maples-de-açúcar não	crescem que se situam simplesmente fora de sua abrangência de tolerância ecológica em	maninhos de serpentina	0
33	As maples-de-açúcar não	crescem que se situam simplesmente fora de sua abrangência de tolerância ecológica em	dunas recém-formadas	0
33	As maples-de-açúcar não	crescem que se situam simplesmente fora de sua abrangência de tolerância ecológica em	áreas recentemente	0
35	a química de o solo e a textura de o solo	exercem	influência progressivamente mais refinada de a distribuição geográfica de o arbusto perene Clematis	1
35	O clima	fremontii	Fig	0
36	as interações com espécies aparentadas	restringem	esta espécie de Clematis	1
36	as interações com espécies aparentadas	restringem esta espécie de Clematis a	uma pequena parte de o meio-oeste de	0
37	A variedade riehlii	ocorre em	o município de Jefferson	1
38	a Clematis	fremontii	está restrita a os solos rochosos e secos de os afloramentos de calcário	0
39	Pequenas variações em o relevo e em a qualidade de o solo	confinam	a distribuição de o Clematis	1
39	Pequenas variações em o relevo e em a qualidade de o solo	confinam a distribuição de o Clematis a	os locais de condições adequadas de umidade	1
40	Agregados locais	ocorrendo de	cada um de esse locais	1
40	Agregados locais	ocorrendo em	muitos indivíduos distribuídos	1
41	os indivíduos	usam	algumas partes de seus territórios mais	1
41	Eremophila	alpestris	um pequeno pássaro canoro de campos	0
42	todas as áreas	ocupam	eles	0
42	todas as áreas	ocupam eles durante	seus ciclos de vida	1
42	As distribuições de populações	incluem	todas as áreas	1
43	de este modo	inclui	os rios	0
44	Muitos pássaros	realizam	a lugares quentes	0
44	Muitos pássaros	realizam a lugares quentes em	direção	0
44	Muitos pássaros	realizam a lugares quentes durante	os meses de inverno	0
45	a abrangência de a blackburnian warbler	situa se de	este modo	0
46	as variações de ano para ano de a população de essas espécies migratórias	dependem de	as interações de os indivíduos	1
46	as variações de ano para ano de a população de essas espécies migratórias	dependem com	seus ambientes a o longo de todo o ano	0
47	espécies migratórias	se reproduzem em	as florestas de o leste de a América de o Norte ou de a Europa	1
48	os pontilhados	indicam	registros de aves	1
48	os pontilhados	indicam registros de aves em	os invernos precedentes	1
48	As áreas sombreadas	representam	as áreas de procriação	1
49	A população	habita	o país inteiro	1
50	8,5 milhões de quilómetros quadrados	tem	uma área de aproximadamente	0
50	8,5 milhões de quilómetros quadrados	tem uma área de aproximadamente Para	comparação	0
52	padrões	variam de	a	0
52	a dispersão	caracteriza	distribuição agregada em agrupamentos discretos	1
52	a dispersão	caracteriza distribuição agregada em agrupamentos discretos Na	distribuição de uma população	1
53	a dispersão aleatória	encontra se	os indivíduos estão distribuídos a o acaso em toda uma área a despeito de a presença de outros	0
53	a dispersão aleatória	encontra se os indivíduos estão distribuídos a o acaso em toda uma área a despeito de a presença de outros Entre	estes extremos	0
53	a dispersão aleatória	encontra se os indivíduos estão distribuídos a o acaso em toda uma área a despeito de a presença de outros em a		0
54	Os padrões de distribuição homogénea e agrupada	derivam de	processos diferentes	1
55	Um espaçamento	uniforme	comu-mente de interações diretas entre indivíduos	0
55	Um espaçamento	uniforme comu-mente de interações diretas entre indivíduos a	as vezes	0
56	A manutenção de uma distância mínima entre cada espécime e seu vizinho mais próximo	resulta em	um espaçamento uniforme	1
56	A manutenção de uma distância mínima entre cada espécime e seu vizinho mais próximo	resulta por	exemplo	0
56	A manutenção de uma distância mínima entre cada espécime e seu vizinho mais próximo	resulta em	suas colónias abarrotadas	1
56	as aves marinhas	colocam	seus ninhos	1
57	As plantas	sofrem	os efeitos de o sombreamento e competição de raízes	1
57	As plantas	sofrem os efeitos de o sombreamento e competição de raízes a	a medida	0
57	os vizinhos	morrem	a medida	0
57	o espaçamento entre os indivíduos	torna se	uniforme	1
58	O agrupamento	resulta de	as tendências sociais de os indivíduos a formar grupos	1
59	As salamandras	preferem	viver sob toras	1
59	As salamandras	apresentam	distribuições agrupadas correspondentes a os padrões de os troncos mortos caídos	1
60	Os pássaros	agregam se para	sentirem se mais seguros por a quantidade	1
60	mais seguros	sentirem se por	a quantidade	0
60	Os pássaros	viajam em	grandes grupos muitas vezes	1
64	Poisson	descreve	o número	0
64	Uma de as mais importantes	é	a distribuição de Poisson	1
67	folhas	Considere	contados em cada uma de as 150	0
67	folhas	Considere contados em cada uma de as 150 por	exemplo	0
67	folhas	Considere contados em cada uma de as 150 de	a macieira	0
67	não	não continham	acarinos	0
68	uma distribuição aleatória de acarinos sobre as folhas	deveria	parecer	0
69	cada acarino em a população	tenha	igual probabilidade de se encontrar em cada uma de as folhas	1
70	a proporção esperada de folhas	obedece a	a distribuição de Poisson	1
71	Vários estudos	reportaram	uma distância de endocruzamento ótima	1
71	Vários estudos	reportaram uma distância de endocruzamento ótima em	populações de plantas	1
72	Indivíduos vizinhos	têm	probabilidade de ser parentes próximos	1
73	Os indivíduos distantes	têm	probabilidade de ser adaptados a condições diferentes	1
74	quando as flores de a espora Delphinium	nelsoni Por	exemplo	0
74	quando as flores de a espora Delphinium	nelsoni em	o Colorado central	0
74	pólen	estava a	10 m e mínima para autofertilização e para os pólens vindos de as fontes	0
75	essas sementes	foram	os acasalamentos entre as distâncias intermediárias de 10 m	1
76	As plantas	podem	não ser capazes de controlar as distâncias	1
77	A maioria de as plantas	produz	flores	1
79	bioquímicas	controlam	a taxa de aquele crescimento	1
80	Esta	é	a base de a auto-incompatibilidade	1
83	mortalidade	derivam de	eventos a o acaso	1
83	mortalidade	derivam em	mesmo a ausência de seleção e mutação	0
85	a seleção	causa	mudanças em outros	1
85	mudanças em outros	afetam	o ajustamento de o organismo	1
85	A explicação mais razoável de esse resultados	é	que a seleção	0
86	mudanças morfológicas ou fisiológicas	reduzem	a viabilidade	1
87	Respostas evolutivas muitas vezes	incluem	outros atributos	1
88	o funcionamento	integram	as diversas partes de o organismo	0
89	Os criadores de animais e vegetais	estimaram	correlações genéticas entre os atributos	1
89	Os criadores de animais e vegetais	estimaram correlações genéticas entre os atributos em	muitas espécies domésticas	1
91	O decréscimo de a resposta	resulta	a erosão de a variação genética por a seleção e a aplicação de seleções con-flitantes por mudanças	0
91	O decréscimo de a resposta	resulta a erosão de a variação genética por a seleção e a aplicação de seleções con-flitantes por mudanças de	dois fatores	0
93	a evolução	estaciona		0
94	O tempo requerido para um gene dominante substituir seu alelo recessivo	depende de	sua frequência em o início e em o fim de o processo de substituição e de a força de a seleção	1
94	um gene dominante	substituir	seu alelo recessivo	1
95	sua substituição	levou de	um século	1
96	o ajustamento de o alelo para a coloração típica	foi de	47%	1
97	as equações	predizem	o tempo requerido	1
97	as equações	predizem o tempo requerido para	substituição de alelo	1
98	as equações de a genética populacional	parecem	tal forma	0
98	A mariposa-pimenta	tem	uma geração por ano	1
102	1933	mostram	que a proporção de raposas prateadas capturadas decresceu de cerca de	0
102	1933	mostram que a proporção de raposas prateadas capturadas decresceu de cerca de a		0
102	a proporção de raposas prateadas capturadas	decresceu de	cerca	0
102	a proporção de raposas prateadas capturadas	decresceu de		0
103	a pele prateada	é	um fenótipo recessivo	1
