58	O agrupamento	resulta de	as tendências sociais de os indivíduos a formar grupos	1
59	As salamandras	preferem	viver sob toras	1
59	As salamandras	apresentam	distribuições agrupadas correspondentes	1
59	As salamandras	apresentam distribuições agrupadas correspondentes a	os padrões de os troncos mortos caídos	1
60	muitas vezes	agregam se para	sentirem se mais seguros por a quantidade	0
60	mais seguros	sentirem se por	a quantidade	0
60	Os pássaros	viajam em	grandes grupos muitas vezes	1
62	Os três padrões gerais de dispersão	podem	um	0
64	a distribuição de Poisson	descreve	o número	1
68	uma distribuição aleatória de acarinos sobre as folhas	deveria	parecer	0
69	cada acarino em a população	tenha	igual probabilidade de se encontrar em cada uma de as folhas	1
70	a proporção esperada de folhas	obedece a	a distribuição de Poisson	1
71	Vários estudos	reportaram	uma distância de endocruzamento ótima	1
71	Vários estudos	reportaram uma distância de endocruzamento ótima em	populações de plantas	1
72	Indivíduos vizinhos	têm	mais probabilidade de ser parentes próximos	1
73	Os indivíduos distantes	têm	mais probabilidade de ser adaptados a condições diferentes	1
74	as flores de a espora Delphinium	nelsoni	máximo de a fonte de pólen	0
74	as flores de a espora Delphinium	nelsoni máximo de a fonte de pólen Por	exemplo	0
74	as flores de a espora Delphinium	nelsoni máximo de a fonte de pólen em	o Colorado central	0
75	a sobrevivência para l e para 2 anos	favoreceu	os acasalamentos entre as distâncias intermediárias de 10 m	1
76	polinizadores	viajam entre	as flores	1
76	As plantas	podem	não ser capazes de controlar as distâncias	1
77	A maioria de as plantas	produz	muito mais flores	1
78	Os tubos de pólen	devem	tecido maternal	0
79	As interações bioquímicas	controlam	a taxa de aquele crescimento	1
80	Esta	é	a base de a auto-incompatibilidade	1
81	muito mais tubos de pólen	competem para	fertilizar os óvulos	1
81	Uma carga pesada de pólen	é	porque muito mais tubos de pólen competem para fertilizar os óvulos	0
81	Uma carga pesada de pólen	é porque muito mais tubos de pólen competem para fertilizar os óvulos para	a fêmea	0
83	as taxas de natalidade e mortalidade	derivam de	eventos a o acaso	1
83	as taxas de natalidade e mortalidade	derivam em	mesmo a ausência de seleção e mutação	1
85	a um atributo	causa	mudanças em outros	0
86	mudanças morfológicas ou fisiológicas	reduzem	a viabilidade	1
87	muitas vezes	incluem	outros atributos	0
87	muitas vezes	incluem outros atributos de	aquele selecionado	0
88	o funcionamento	integram	as diversas partes de o organismo	0
89	Os criadores de animais e vegetais	estimaram	correlações genéticas entre os atributos em muitas espécies domésticas	1
91	O decréscimo de a resposta	resulta	a erosão de a variação genética por a seleção e a aplicação de seleções con-flitantes por mudanças	0
91	O decréscimo de a resposta	resulta a erosão de a variação genética por a seleção e a aplicação de seleções con-flitantes por mudanças de	dois fatores	0
93	a evolução	não estaciona		0
93	novas mutações ou combinações de genes	apareçam		0
94	O tempo requerido para um gene dominante substituir seu alelo recessivo	depende de	sua frequência em o início e em o fim de o processo de substituição e de a força de a seleção	1
94	O tempo requerido para um gene dominante	substituir	seu alelo recessivo	1
95	sua substituição	levou de	um século	1
96	o ajustamento de o alelo para a coloração típica	foi	por isso o ajustamento diferencial	1
96	o ajustamento de o alelo para a coloração típica	foi por isso o ajustamento diferencial de	47%	1
97	este valor	Levando se a	as equações	0
97	as equações	predizem	o tempo requerido para substituição de alelo	1
98	as equações de a genética populacional	parecem	tal forma	0
98	A mariposa-pimenta	tem	uma geração por ano	1
99	somente um décimo de a força	Tivesse	mais longo	0
99	somente um décimo de a força	Tivesse mais longo a	mesma mudança em a frequência	0
102	a proporção de raposas prateadas capturadas	decresceu de	cerca	0
102	a proporção de raposas prateadas capturadas	decresceu de	0,15	1
102	a proporção de raposas prateadas capturadas	decresceu para	0,05	1
102	a proporção de raposas prateadas capturadas	decresceu durante	aquele período	1
103	a pele prateada	é	um fenótipo recessivo	1
