32	os indivíduos	vivem em	um habitat	1
32	os indivíduos	vivem	adequado	0
34	a abrangência geográfica de a maple-de-açúcar	aparece Por	isso	0
35	a abrangência geográfica de a maple-de-açúcar	aparece	como um monte de retalhos de áreas ocupadas	1
36	O clima	exercem	influência mais refinada de a distribuição geográfica de o arbusto perene Clematis	0
36	as interações com espécies aparentadas	restringem	esta espécie de Clematis	1
37	as interações com espécies aparentadas	restringem esta espécie de Clematis a	uma pequena parte de o meio-oeste	1
39	A variedade riehlii	ocorre em	o município de Jefferson	1
39	Pequenas variações em o relevo e em a qualidade	confinam	a distribuição de o Clematis	1
39	Pequenas variações em o relevo e em a qualidade	confinam a distribuição de o Clematis de	o solo	0
39	Pequenas variações em o relevo e em a qualidade	confinam a distribuição de o Clematis dentro@de	cada clareira de calcário	1
39	Pequenas variações em o relevo e em a qualidade	confinam a distribuição de o Clematis a	os locais de condições adequadas de umidade	1
41	um de esse locais	consistem em	muitos indivíduos distribuídos	1
41	sua distribuição local	reflete	súbitas variações de habitat	1
42	os indivíduos	usam	algumas partes de seus territórios	1
42	eles	ocupam	todas as áreas	1
42	eles	ocupam todas as áreas durante	seus ciclos de vida	1
43	As distribuições de populações	incluem	todas as áreas	1
43	a abrangência geográfica de o salmão	inclui não	os rios	0
43	a abrangência geográfica de o salmão	inclui não os rios de	este modo	0
43	os rios	servem	como áreas de desova	1
44	os indivíduos	crescem até	a maturidade	1
44	Muitos pássaros	realizam	a lugares quentes durante os meses de inverno	0
45	Muitos pássaros	realizam a lugares quentes durante os meses de inverno em	direção	0
46	a abrangência de a blackburnian	warbler de	este modo	0
46	O tamanho e as variações de ano	dependem para	ano de a população de essas espécies migratórias	0
46	O tamanho e as variações de ano	dependem de	as interações de os indivíduos com seus ambientes	1
47	O tamanho e as variações de ano	dependem a	o longo de todo o ano	0
47	as modificações ecológicas em a Bacia@Amazônica ou em a África@Central	podem afetar	as populações de espécies migratórias	1
47	as modificações ecológicas em a Bacia@Amazônica ou em a África@Central	podem afetar as populações de espécies migratórias de	este modo	1
48	as populações de espécies migratórias	se reproduzem em	as florestas de o leste de a América@de@o@Norte ou de a Europa	1
48	os pontilhados	indicam	registros de aves	1
48	os pontilhados	indicam registros de aves em	os invernos precedentes	1
50	As áreas sombreadas	representam	as áreas de procriação	1
50	o Brasil	tem	8,5@milhões de quilómetros quadrados	1
50	o Brasil	tem 8,5@milhões de quilómetros quadrados Para	comparação	0
52	o Brasil	tem 8,5@milhões de quilómetros quadrados de	aproximadamente	0
52	formando padrões	variam de	a compacta distribuição agregada em agrupamentos discretos	0
52	a dispersão	caracteriza	o espaçamento de os indivíduos entre si	1
53	a dispersão	caracteriza o espaçamento de os indivíduos entre si Na	distribuição de uma população	1
53	os indivíduos	estão	distribuídos a o acaso em toda uma área	1
54	os indivíduos	estão distribuídos a o acaso em toda uma área a	despeito de a presença de outros	1
55	Os padrões de distribuição homogénea e agrupada	derivam de	processos diferentes	1
55	Um espaçamento	uniforme a	as vezes	0
56	Um espaçamento	uniforme	chamado de hiperdispersão	1
56	vizinho mais próximo	resulta em	um espaçamento uniforme	1
56	vizinho mais próximo	resulta em	suas colónias abarrotadas	0
57	as aves marinhas	colocam	seus ninhos	1
57	As plantas	sofrem	os efeitos de o sombreamento e competição de raízes	1
57	As plantas	sofrem os efeitos de o sombreamento e competição de raízes a	a medida	0
57	os vizinhos	morrem	a medida	0
59	o espaçamento entre os indivíduos	torna se	uniforme	1
59	As salamandras	preferem	viver sob toras	1
59	As salamandras	apresentam	distribuições agrupadas correspondentes	0
60	As salamandras	apresentam distribuições agrupadas correspondentes a	os padrões de os troncos mortos caídos	1
60	vezes	agregam se para	sentirem se mais seguros por a quantidade	0
60	Os pássaros	viajam	muitas	0
61	Os pássaros	viajam muitas em	grandes grupos	0
61	os espécimes	podem distribuir se a despeito de a localização de outros espécimes em	a ausência de antagonismo social ou atração mútua	1
61	os espécimes	podem distribuir se a despeito de a localização de outros espécimes dentro@de	a população	1
61	os espécimes	podem distribuir se a despeito de a localização de outros espécimes em	a ausência de antagonismo social ou atração mútua	1
62	Os três padrões gerais de dispersão	podem ser distinguidos por	diversos testes estatísticos	1
64	a distribuição de Poisson	descreve	o número	0
64	a distribuição de Poisson	descreve o número	localizados aleatoriamente dentro@de uma região de amostra	1
66	Algumas de as regiões	tenha	igual probabilidade	0
69	cada acarino	tenha	igual probabilidade	1
69	cada acarino	tenha igual probabilidade em	a população	1
69	cada acarino	tenha igual probabilidade de	se encontrar em cada uma de as folhas	1
70	a proporção esperada de folhas	obedece a	a distribuição de Poisson	1
71	a proporção esperada de folhas	são distribuídos de	acordo com um processo aleatório	1
71	os acarinos	reportaram	uma distância de endocruzamento ótima	1
72	Vários estudos	reportaram uma distância de endocruzamento ótima em	populações de plantas	1
72	Vários estudos	cria	o problema de o endocruzamento	1
72	parentes próximos	cria	o problema de o endocruzamento	0
72	Indivíduos vizinhos	têm	probabilidade	0
72	Indivíduos vizinhos	têm probabilidade de	ser parentes próximos	1
73	Os indivíduos distantes	têm	probabilidade	0
73	Os indivíduos distantes	têm probabilidade de	ser adaptados a condições diferentes	1
74	as flores de a espora Delphinium	nelsoni em	o Colorado central	0
74	as flores de a espora Delphinium	foi	máximo de a fonte de pólen	0
75	o número de sementes	estava a	10@m	0
76	máximo de a fonte de pólen	favoreceu	os acasalamentos entre as distâncias intermediárias de 10@m	1
77	a sobrevivência para l e para 2 anos	podem não	capazes de controlar as distâncias	0
77	As plantas	podem sustentar de	flores	0
77	elas	podem sustentar até	a maturidade como frutos	1
78	elas	produz	flores	0
78	A maioria de as plantas	devem crescer de	o estilete	0
79	Os tubos de pólen	devem crescer para	atingir o óvulo	1
79	Os tubos de pólen	podem ser@sensível a	o genótipo de o pólen e a as partes florais femininas	1
80	As interações bioquímicas	controlam	a taxa de aquele crescimento	1
81	As interações bioquímicas	é	a base de a auto-incompatibilidade	1
81	Esta	competem para	fertilizar os óvulos	0
81	tubos de pólen	ser@vantajoso	porque muito mais tubos de pólen competem para fertilizar os óvulos	0
82	Uma carga pesada de pólen	ser@vantajoso porque muito mais tubos de pólen competem para fertilizar os óvulos para	a fêmea	0
82	Uma carga pesada de pólen	pode ser	seletiva com respeito	0
84	A excisão de flores e frutos	pode ser seletiva com respeito a	a carga de pólen	1
85	A excisão de flores e frutos	são chamadas de	deriva ge-nética	1
85	Estas mudanças	causa	mudanças	0
85	a seleção	causa mudanças em	outros	1
86	a seleção	é	que a seleção	0
86	A explicação mais razoável de esse resultados	pode causar	mudanças morfológicas ou fisiológicas	1
87	O aumento	pode causar mudanças morfológicas ou fisiológicas em	a taxa de postura de ovos	1
88	O aumento	incluem	outros atributos	0
89	vezes	integram	as diversas partes de o organismo	0
89	o funcionamento	estimaram	correlações genéticas entre os atributos	1
91	Os criadores de animais e vegetais	estimaram correlações genéticas entre os atributos em	muitas espécies domésticas	1
92	Os criadores de animais e vegetais	resulta de	dois fatores	1
93	O decréscimo de a resposta	funciona	os indivíduos	0
94	A seleção	não são removidos por	a seleção	0
94	os alelos ajustados	substituir	seu alelo recessivo	0
95	O tempo requerido	substituir seu alelo recessivo para	um gene dominante	0
95	O tempo requerido	é sabido	que sua substituição levou cerca de um século	0
95	caso de a substituição de a forma típica de a mariposa-pimenta	é sabido que sua substituição levou cerca de um século por	a forma carbonária	0
95	caso de a substituição de a forma típica de a mariposa-pimenta	é sabido que sua substituição levou cerca de um século em	bosques poluídos de a Inglaterra	0
96	caso de a substituição de a forma típica de a mariposa-pimenta	levou de	um século	0
96	sua substituição	foi para	a coloração típica	1
97	o ajustamento de o alelo	foi de	47%	1
97	o ajustamento de o alelo	teria requerido	47 gerações	1
97	a mudança em a frequência de o alelo carbonária de 0,05	teria requerido 47 gerações para	0,95	1
97	a mudança em a frequência de o alelo carbonária de 0,05	teria exigido	204 gerações	1
97	uma mudança de 0,01	teria exigido 204 gerações para	0,99	1
97	uma mudança de 0,01	predizem	o tempo requerido	0
98	as equações	predizem o tempo requerido para	substituição de alelo	1
98	as equações	parecem	observado de a substituição genética	0
98	as equações de a genética populacional	tem	uma geração	1
98	A mariposa-pimenta	tem uma geração por	ano	1
99	A mariposa-pimenta	tem uma geração de	tal forma	0
99	A mariposa-pimenta	teria requerido	longo	0
102	mudança	teria requerido longo em	a frequência	0
102	mudança	mostram	que a proporção de raposas prateadas capturadas decresceu de cerca de 0,15 para 0,05 durante aquele período	0
102	Os registros de 100 anos de as raposas prateadas e vermelhas capturadas em armadilhas pêlos postos de a missão moraviana * em o Labrador	decresceu de	cerca de 0,15	1
102	a proporção de raposas prateadas capturadas	decresceu para	0,05	1
103	a proporção de raposas prateadas capturadas	decresceu durante	aquele período	1
103	a proporção de raposas prateadas capturadas	ser@igual a	q2	1
103	a frequência de o genótipo	deve ter diminuído de	0,39	1
103	a frequência de o alelo prateado	deve ter diminuído para	Para 0,22	1
103	a frequência de o alelo prateado	deve ter diminuído em	um período de 100 anos	1
103	a frequência de o alelo prateado	é	um fenótipo recessivo	1
